Event_Name,Event_Type,Department,Rating,Feedback_Comment
Robotics Expo,Cultural,CSE,2,Too long and boring
Hackathon,Technical,EEE,2,Sound system was bad
Tech Fest,Workshop,CSE,1,Not well organized
Career Seminar,Cultural,ECE,5,Highly engaging and interactive session
Cyber Security Talk,Workshop,Arts,2,Too long and boring
Cyber Security Talk,Cultural,Management,4,Amazing experience and great speakers
Leadership Workshop,Seminar,EEE,1,Expected more from this event
Hackathon,Seminar,Arts,4,Learned a lot from this event
Tech Fest,Technical,IT,3,Decent event
Hackathon,Workshop,CSE,1,Expected more from this event
Cultural Night,Cultural,Arts,1,Not well organized
Hackathon,Seminar,CSE,3,It was okay overall
Career Seminar,Workshop,CSE,1,Sound system was bad
Career Seminar,Cultural,CSE,1,Expected more from this event
Hackathon,Technical,Civil,2,Too long and boring
AI Workshop,Seminar,Arts,3,It was okay overall
Career Seminar,Technical,EEE,3,Neither good nor bad
Hackathon,Workshop,Civil,3,Content was fine but nothing special
Career Seminar,Technical,EEE,2,Poor time management
AI Workshop,Workshop,Management,3,Content was fine but nothing special
Tech Fest,Workshop,Arts,3,It was okay overall
Leadership Workshop,Seminar,CSE,3,Content was fine but nothing special
Robotics Expo,Cultural,EEE,4,Excellent arrangements and content
Startup Meetup,Workshop,Arts,1,Not well organized
Data Science Bootcamp,Seminar,Arts,3,It was okay overall
Data Science Bootcamp,Technical,Mechanical,2,Not well organized
Startup Meetup,Seminar,Mechanical,5,Very informative and well organized
Cyber Security Talk,Cultural,IT,3,Content was fine but nothing special
Robotics Expo,Technical,Arts,1,Not well organized
Startup Meetup,Cultural,ECE,2,Too long and boring
Leadership Workshop,Technical,Mechanical,2,Poor time management
Career Seminar,Technical,Arts,2,Poor time management
AI Workshop,Technical,ECE,1,Not well organized
Cultural Night,Cultural,ECE,1,Sound system was bad
Leadership Workshop,Seminar,IT,3,It was okay overall
Tech Fest,Workshop,Management,5,Amazing experience and great speakers
Leadership Workshop,Technical,EEE,2,Expected more from this event
Hackathon,Technical,CSE,2,Expected more from this event
Data Science Bootcamp,Seminar,EEE,4,Highly engaging and interactive session
Data Science Bootcamp,Cultural,IT,1,Sound system was bad
Tech Fest,Technical,ECE,5,Very informative and well organized
Leadership Workshop,Technical,Management,2,Too long and boring
Hackathon,Cultural,EEE,2,Sound system was bad
AI Workshop,Technical,Civil,3,"Average experience, could be better"
Leadership Workshop,Technical,IT,3,Neither good nor bad
Cultural Night,Technical,CSE,5,Highly engaging and interactive session
Career Seminar,Workshop,Arts,2,Poor time management
Hackathon,Cultural,IT,1,Sound system was bad
Hackathon,Technical,Mechanical,5,Learned a lot from this event
Tech Fest,Seminar,Civil,2,Expected more from this event
Tech Fest,Cultural,Civil,3,Content was fine but nothing special
Robotics Expo,Cultural,Mechanical,3,Neither good nor bad
Robotics Expo,Cultural,Management,3,"Average experience, could be better"
Startup Meetup,Workshop,EEE,3,It was okay overall
Hackathon,Technical,IT,1,Sound system was bad
Cyber Security Talk,Cultural,Mechanical,4,Amazing experience and great speakers
Career Seminar,Seminar,Civil,5,Amazing experience and great speakers
Hackathon,Technical,IT,2,Poor time management
Robotics Expo,Workshop,EEE,1,Sound system was bad
Data Science Bootcamp,Seminar,IT,2,Sound system was bad
Tech Fest,Technical,ECE,5,Amazing experience and great speakers
Leadership Workshop,Technical,Management,1,Not well organized
Cultural Night,Cultural,CSE,3,Decent event
AI Workshop,Seminar,Mechanical,1,Expected more from this event
AI Workshop,Seminar,CSE,3,It was okay overall
Cultural Night,Technical,Mechanical,4,Amazing experience and great speakers
Robotics Expo,Workshop,IT,4,Excellent arrangements and content
Startup Meetup,Workshop,Civil,5,Highly engaging and interactive session
Cultural Night,Cultural,IT,5,Learned a lot from this event
Career Seminar,Technical,EEE,4,Excellent arrangements and content
Data Science Bootcamp,Technical,EEE,4,Very informative and well organized
AI Workshop,Workshop,Arts,1,Too long and boring
Cyber Security Talk,Technical,CSE,1,Expected more from this event
Hackathon,Cultural,Management,5,Highly engaging and interactive session
Hackathon,Workshop,Management,3,"Average experience, could be better"
Cultural Night,Cultural,EEE,3,"Average experience, could be better"
Tech Fest,Seminar,EEE,1,Too long and boring
Data Science Bootcamp,Cultural,Management,2,Too long and boring
Tech Fest,Workshop,Civil,5,Very informative and well organized
AI Workshop,Cultural,Mechanical,2,Too long and boring
Leadership Workshop,Cultural,IT,3,Decent event
Tech Fest,Technical,ECE,5,Learned a lot from this event
Cultural Night,Workshop,IT,1,Expected more from this event
Cultural Night,Cultural,Arts,1,Not well organized
Robotics Expo,Cultural,Mechanical,1,Poor time management
Cultural Night,Cultural,ECE,1,Expected more from this event
Robotics Expo,Workshop,IT,5,Amazing experience and great speakers
AI Workshop,Seminar,EEE,4,Excellent arrangements and content
Hackathon,Technical,IT,1,Poor time management
Leadership Workshop,Cultural,CSE,1,Poor time management
Startup Meetup,Cultural,Management,3,Decent event
Tech Fest,Seminar,Management,3,Neither good nor bad
Hackathon,Technical,Mechanical,1,Expected more from this event
AI Workshop,Seminar,EEE,2,Poor time management
Tech Fest,Technical,Management,2,Too long and boring
Cultural Night,Technical,EEE,4,Amazing experience and great speakers
Cultural Night,Seminar,EEE,5,Amazing experience and great speakers
Startup Meetup,Cultural,Mechanical,4,Very informative and well organized
Leadership Workshop,Workshop,Civil,5,Highly engaging and interactive session
Hackathon,Cultural,Civil,5,Excellent arrangements and content
Data Science Bootcamp,Cultural,IT,2,Poor time management
Leadership Workshop,Technical,Management,4,Learned a lot from this event
Leadership Workshop,Seminar,CSE,3,Neither good nor bad
Hackathon,Technical,CSE,3,Decent event
Leadership Workshop,Technical,EEE,1,Too long and boring
Tech Fest,Cultural,Arts,2,Not well organized
Data Science Bootcamp,Technical,Management,2,Not well organized
Career Seminar,Seminar,Arts,2,Poor time management
Career Seminar,Seminar,Mechanical,4,Very informative and well organized
Career Seminar,Technical,EEE,2,Too long and boring
Leadership Workshop,Workshop,CSE,4,Learned a lot from this event
Leadership Workshop,Cultural,Civil,1,Not well organized
Robotics Expo,Seminar,ECE,2,Expected more from this event
Hackathon,Seminar,CSE,3,"Average experience, could be better"
Leadership Workshop,Workshop,Arts,1,Too long and boring
Tech Fest,Workshop,Management,5,Very informative and well organized
Hackathon,Workshop,CSE,5,Excellent arrangements and content
Leadership Workshop,Technical,Mechanical,4,Excellent arrangements and content
Robotics Expo,Cultural,EEE,4,Amazing experience and great speakers
Hackathon,Seminar,Management,1,Too long and boring
Startup Meetup,Technical,Civil,5,Excellent arrangements and content
Tech Fest,Seminar,Arts,4,Excellent arrangements and content
AI Workshop,Workshop,CSE,1,Poor time management
Hackathon,Workshop,IT,1,Sound system was bad
Tech Fest,Technical,ECE,5,Very informative and well organized
Cultural Night,Cultural,EEE,3,"Average experience, could be better"
Leadership Workshop,Cultural,Arts,4,Learned a lot from this event
Cyber Security Talk,Technical,Management,1,Sound system was bad
Robotics Expo,Cultural,Civil,2,Sound system was bad
Leadership Workshop,Seminar,IT,4,Excellent arrangements and content
Cyber Security Talk,Cultural,Arts,3,Decent event
Hackathon,Cultural,ECE,3,Neither good nor bad
Data Science Bootcamp,Cultural,CSE,5,Highly engaging and interactive session
Cultural Night,Seminar,Arts,5,Amazing experience and great speakers
Leadership Workshop,Workshop,ECE,5,Very informative and well organized
Career Seminar,Cultural,Arts,4,Amazing experience and great speakers
Startup Meetup,Workshop,Arts,5,Excellent arrangements and content
Robotics Expo,Workshop,Arts,2,Too long and boring
Cyber Security Talk,Seminar,EEE,3,Decent event
Hackathon,Technical,Civil,5,Highly engaging and interactive session
Startup Meetup,Workshop,Civil,3,"Average experience, could be better"
Leadership Workshop,Workshop,IT,5,Amazing experience and great speakers
Tech Fest,Workshop,Management,2,Too long and boring
Cultural Night,Seminar,Arts,1,Not well organized
Tech Fest,Seminar,IT,1,Too long and boring
Tech Fest,Seminar,Mechanical,2,Expected more from this event
Tech Fest,Workshop,CSE,5,Very informative and well organized
Cultural Night,Workshop,CSE,4,Amazing experience and great speakers
Hackathon,Seminar,Mechanical,3,It was okay overall
AI Workshop,Workshop,EEE,1,Not well organized
Data Science Bootcamp,Workshop,EEE,4,Learned a lot from this event
Startup Meetup,Cultural,Arts,2,Too long and boring
Career Seminar,Workshop,Civil,3,Content was fine but nothing special
Data Science Bootcamp,Workshop,Arts,4,Learned a lot from this event
Tech Fest,Cultural,EEE,4,Amazing experience and great speakers
Hackathon,Cultural,EEE,5,Amazing experience and great speakers
Leadership Workshop,Cultural,IT,1,Sound system was bad
Robotics Expo,Seminar,Arts,5,Learned a lot from this event
Leadership Workshop,Cultural,CSE,1,Sound system was bad
Career Seminar,Cultural,EEE,2,Expected more from this event
Robotics Expo,Cultural,IT,2,Not well organized
Data Science Bootcamp,Technical,Management,5,Amazing experience and great speakers
Data Science Bootcamp,Technical,Management,4,Excellent arrangements and content
Robotics Expo,Cultural,Arts,2,Too long and boring
Hackathon,Workshop,Mechanical,5,Highly engaging and interactive session
Cyber Security Talk,Cultural,CSE,4,Learned a lot from this event
Cyber Security Talk,Seminar,IT,5,Very informative and well organized
Startup Meetup,Workshop,Management,1,Too long and boring
Cyber Security Talk,Cultural,Management,3,"Average experience, could be better"
Leadership Workshop,Seminar,Civil,1,Too long and boring
Leadership Workshop,Technical,CSE,3,"Average experience, could be better"
Tech Fest,Seminar,Civil,3,It was okay overall
Cyber Security Talk,Seminar,Arts,4,Highly engaging and interactive session
Data Science Bootcamp,Workshop,Management,2,Expected more from this event
Leadership Workshop,Workshop,EEE,3,Content was fine but nothing special
Leadership Workshop,Workshop,IT,1,Sound system was bad
Cultural Night,Technical,CSE,3,"Average experience, could be better"
Robotics Expo,Seminar,Civil,3,It was okay overall
Hackathon,Workshop,IT,2,Sound system was bad
Robotics Expo,Cultural,Arts,5,Learned a lot from this event
Leadership Workshop,Technical,Management,3,Neither good nor bad
Hackathon,Seminar,ECE,3,Neither good nor bad
AI Workshop,Cultural,EEE,3,"Average experience, could be better"
Tech Fest,Workshop,Mechanical,3,Decent event
Hackathon,Seminar,ECE,1,Poor time management
Career Seminar,Cultural,IT,3,Neither good nor bad
Tech Fest,Cultural,EEE,2,Expected more from this event
Career Seminar,Workshop,Mechanical,1,Too long and boring
Leadership Workshop,Cultural,Management,1,Poor time management
Cyber Security Talk,Technical,Mechanical,4,Learned a lot from this event
Hackathon,Cultural,Arts,1,Poor time management
Cultural Night,Cultural,IT,3,"Average experience, could be better"
Hackathon,Seminar,CSE,3,Decent event
Cyber Security Talk,Technical,EEE,4,Excellent arrangements and content
Hackathon,Seminar,Civil,1,Sound system was bad
Startup Meetup,Workshop,ECE,2,Poor time management
Career Seminar,Cultural,ECE,5,Highly engaging and interactive session
Startup Meetup,Workshop,EEE,1,Too long and boring
Cyber Security Talk,Seminar,Civil,1,Too long and boring
Leadership Workshop,Seminar,Mechanical,3,Content was fine but nothing special
Cyber Security Talk,Workshop,Arts,1,Sound system was bad
Leadership Workshop,Technical,Civil,3,Decent event
Data Science Bootcamp,Technical,ECE,4,Highly engaging and interactive session
Career Seminar,Workshop,Arts,5,Amazing experience and great speakers
Career Seminar,Seminar,Management,4,Excellent arrangements and content
AI Workshop,Cultural,Mechanical,4,Amazing experience and great speakers
AI Workshop,Cultural,Arts,1,Not well organized
Cyber Security Talk,Cultural,IT,5,Excellent arrangements and content
Tech Fest,Seminar,Management,5,Highly engaging and interactive session
Career Seminar,Workshop,CSE,3,It was okay overall
Tech Fest,Workshop,Management,2,Too long and boring
Tech Fest,Seminar,Arts,5,Excellent arrangements and content
Hackathon,Seminar,Mechanical,5,Learned a lot from this event
Cultural Night,Cultural,ECE,1,Poor time management
Tech Fest,Seminar,ECE,4,Very informative and well organized
Data Science Bootcamp,Technical,ECE,1,Expected more from this event
Tech Fest,Seminar,Management,3,Content was fine but nothing special
Cyber Security Talk,Seminar,Mechanical,2,Too long and boring
Leadership Workshop,Technical,Civil,3,Neither good nor bad
AI Workshop,Seminar,Arts,5,Learned a lot from this event
Hackathon,Technical,ECE,3,"Average experience, could be better"
Startup Meetup,Technical,ECE,1,Expected more from this event
Cultural Night,Cultural,EEE,1,Not well organized
Hackathon,Seminar,EEE,2,Sound system was bad
Career Seminar,Workshop,IT,3,It was okay overall
Robotics Expo,Seminar,Mechanical,2,Expected more from this event
AI Workshop,Cultural,Mechanical,1,Not well organized
Leadership Workshop,Technical,Arts,5,Learned a lot from this event
Cyber Security Talk,Cultural,Civil,1,Sound system was bad
Hackathon,Cultural,Management,4,Highly engaging and interactive session
Data Science Bootcamp,Cultural,Mechanical,1,Not well organized
Cyber Security Talk,Workshop,EEE,2,Expected more from this event
Hackathon,Technical,Civil,1,Too long and boring
Data Science Bootcamp,Workshop,Management,5,Very informative and well organized
Leadership Workshop,Seminar,Management,4,Amazing experience and great speakers
Cyber Security Talk,Seminar,CSE,1,Poor time management
Tech Fest,Cultural,CSE,4,Highly engaging and interactive session
Data Science Bootcamp,Seminar,EEE,2,Sound system was bad
Career Seminar,Technical,Arts,1,Sound system was bad
Leadership Workshop,Workshop,Management,4,Excellent arrangements and content
Cultural Night,Technical,Civil,4,Very informative and well organized
Career Seminar,Cultural,ECE,1,Expected more from this event
AI Workshop,Workshop,ECE,3,It was okay overall
AI Workshop,Cultural,Mechanical,4,Amazing experience and great speakers
Data Science Bootcamp,Cultural,Arts,2,Poor time management
Career Seminar,Seminar,CSE,1,Not well organized
Hackathon,Cultural,ECE,2,Too long and boring
Cyber Security Talk,Technical,Mechanical,1,Expected more from this event
Cyber Security Talk,Cultural,Mechanical,5,Very informative and well organized
Career Seminar,Technical,CSE,5,Very informative and well organized
Career Seminar,Technical,Management,5,Highly engaging and interactive session
Tech Fest,Cultural,ECE,5,Learned a lot from this event
Career Seminar,Cultural,IT,5,Amazing experience and great speakers
Cultural Night,Seminar,ECE,1,Not well organized
Cyber Security Talk,Workshop,ECE,1,Expected more from this event
Hackathon,Seminar,Civil,3,Decent event
Cyber Security Talk,Technical,Management,3,Content was fine but nothing special
Hackathon,Seminar,CSE,2,Too long and boring
Hackathon,Technical,Arts,2,Sound system was bad
Robotics Expo,Seminar,ECE,1,Sound system was bad
AI Workshop,Technical,EEE,4,Very informative and well organized
Hackathon,Cultural,CSE,5,Very informative and well organized
Tech Fest,Seminar,ECE,5,Excellent arrangements and content
AI Workshop,Cultural,Mechanical,3,Neither good nor bad
AI Workshop,Technical,Management,3,It was okay overall
Robotics Expo,Cultural,Mechanical,3,Neither good nor bad
Startup Meetup,Technical,Management,5,Highly engaging and interactive session
Robotics Expo,Cultural,Mechanical,3,Neither good nor bad
Tech Fest,Technical,CSE,3,Neither good nor bad
Startup Meetup,Workshop,Civil,5,Very informative and well organized
Career Seminar,Workshop,Mechanical,1,Poor time management
Data Science Bootcamp,Technical,Mechanical,5,Learned a lot from this event
Startup Meetup,Workshop,CSE,5,Highly engaging and interactive session
Leadership Workshop,Technical,Arts,5,Very informative and well organized
Tech Fest,Workshop,CSE,1,Not well organized
Tech Fest,Technical,EEE,2,Expected more from this event
Startup Meetup,Technical,IT,2,Sound system was bad
AI Workshop,Cultural,EEE,1,Expected more from this event
Cultural Night,Cultural,Management,4,Excellent arrangements and content
Leadership Workshop,Cultural,Civil,4,Very informative and well organized
Cyber Security Talk,Workshop,IT,3,Decent event
Leadership Workshop,Technical,Mechanical,1,Not well organized
Cyber Security Talk,Seminar,Civil,1,Sound system was bad
Leadership Workshop,Seminar,Management,2,Too long and boring
Career Seminar,Cultural,Management,2,Sound system was bad
Career Seminar,Workshop,EEE,4,Highly engaging and interactive session
Leadership Workshop,Workshop,Civil,4,Excellent arrangements and content
Tech Fest,Cultural,Arts,4,Learned a lot from this event
Startup Meetup,Seminar,CSE,5,Amazing experience and great speakers
Cyber Security Talk,Cultural,Civil,2,Expected more from this event
Cyber Security Talk,Technical,CSE,2,Expected more from this event
Robotics Expo,Technical,Mechanical,2,Too long and boring
Data Science Bootcamp,Cultural,CSE,1,Sound system was bad
Hackathon,Cultural,IT,3,Neither good nor bad
Career Seminar,Cultural,Management,1,Poor time management
Cyber Security Talk,Seminar,Mechanical,4,Amazing experience and great speakers
Career Seminar,Seminar,Arts,1,Expected more from this event
Robotics Expo,Workshop,ECE,5,Highly engaging and interactive session
Data Science Bootcamp,Workshop,ECE,1,Not well organized
Startup Meetup,Workshop,Mechanical,4,Learned a lot from this event
Cultural Night,Technical,Arts,3,Content was fine but nothing special
Hackathon,Workshop,IT,4,Learned a lot from this event
Career Seminar,Technical,Mechanical,3,Neither good nor bad
Hackathon,Seminar,Management,4,Highly engaging and interactive session
AI Workshop,Cultural,CSE,3,Content was fine but nothing special
Career Seminar,Cultural,EEE,4,Highly engaging and interactive session
Robotics Expo,Workshop,Civil,2,Not well organized
Startup Meetup,Technical,Management,2,Expected more from this event
Hackathon,Cultural,ECE,5,Learned a lot from this event
Cyber Security Talk,Seminar,Management,3,Neither good nor bad
Startup Meetup,Cultural,Management,2,Too long and boring
Cultural Night,Cultural,Civil,1,Poor time management
Tech Fest,Workshop,CSE,1,Sound system was bad
Cultural Night,Seminar,ECE,2,Poor time management
Career Seminar,Seminar,ECE,1,Expected more from this event
Career Seminar,Seminar,Civil,3,It was okay overall
Hackathon,Seminar,Mechanical,2,Poor time management
Tech Fest,Seminar,Management,2,Poor time management
Startup Meetup,Seminar,EEE,3,Decent event
Tech Fest,Seminar,Management,4,Excellent arrangements and content
Leadership Workshop,Cultural,ECE,1,Not well organized
Data Science Bootcamp,Workshop,Civil,1,Sound system was bad
Career Seminar,Workshop,EEE,5,Highly engaging and interactive session
AI Workshop,Seminar,Mechanical,5,Learned a lot from this event
Leadership Workshop,Cultural,Arts,5,Excellent arrangements and content
AI Workshop,Technical,Arts,3,It was okay overall
AI Workshop,Workshop,CSE,4,Highly engaging and interactive session
Cultural Night,Cultural,Management,1,Poor time management
Leadership Workshop,Cultural,ECE,1,Too long and boring
AI Workshop,Technical,Management,2,Not well organized
Hackathon,Seminar,Arts,4,Excellent arrangements and content
Cultural Night,Workshop,Mechanical,2,Poor time management
Startup Meetup,Technical,ECE,1,Poor time management
Leadership Workshop,Workshop,Civil,4,Amazing experience and great speakers
Startup Meetup,Workshop,ECE,3,Neither good nor bad
Cyber Security Talk,Seminar,IT,5,Excellent arrangements and content
Career Seminar,Technical,ECE,4,Excellent arrangements and content
Cultural Night,Technical,ECE,3,Neither good nor bad
AI Workshop,Cultural,Civil,1,Not well organized
Leadership Workshop,Workshop,EEE,5,Highly engaging and interactive session
Career Seminar,Workshop,ECE,4,Excellent arrangements and content
Robotics Expo,Cultural,Civil,2,Too long and boring
AI Workshop,Workshop,Arts,1,Too long and boring
AI Workshop,Technical,Management,3,Content was fine but nothing special
Cyber Security Talk,Cultural,EEE,4,Learned a lot from this event
Data Science Bootcamp,Cultural,CSE,3,Decent event
Leadership Workshop,Technical,IT,3,It was okay overall
Cyber Security Talk,Technical,ECE,1,Not well organized
Data Science Bootcamp,Cultural,Civil,5,Very informative and well organized
Career Seminar,Technical,Mechanical,3,"Average experience, could be better"
Hackathon,Workshop,Management,2,Too long and boring
Hackathon,Seminar,IT,2,Poor time management
Leadership Workshop,Technical,CSE,3,Neither good nor bad
Hackathon,Seminar,Civil,3,Neither good nor bad
Cultural Night,Workshop,CSE,2,Too long and boring
Robotics Expo,Seminar,CSE,4,Excellent arrangements and content
Data Science Bootcamp,Workshop,Management,3,Content was fine but nothing special
Cultural Night,Workshop,ECE,5,Amazing experience and great speakers
Tech Fest,Workshop,Civil,1,Too long and boring
Data Science Bootcamp,Cultural,Management,5,Very informative and well organized
Tech Fest,Cultural,EEE,5,Amazing experience and great speakers
Leadership Workshop,Cultural,CSE,4,Highly engaging and interactive session
Robotics Expo,Seminar,IT,5,Highly engaging and interactive session
Robotics Expo,Cultural,Management,5,Highly engaging and interactive session
Robotics Expo,Cultural,EEE,3,Decent event
Cultural Night,Cultural,Arts,3,"Average experience, could be better"
AI Workshop,Workshop,ECE,1,Sound system was bad
AI Workshop,Technical,ECE,4,Very informative and well organized
Startup Meetup,Workshop,Arts,2,Too long and boring
Cultural Night,Workshop,Civil,2,Expected more from this event
Leadership Workshop,Workshop,ECE,1,Poor time management
Leadership Workshop,Seminar,Arts,4,Very informative and well organized
AI Workshop,Technical,Civil,1,Sound system was bad
AI Workshop,Technical,ECE,2,Not well organized
Cultural Night,Workshop,Arts,1,Too long and boring
Cultural Night,Technical,ECE,4,Learned a lot from this event
Startup Meetup,Cultural,EEE,5,Learned a lot from this event
Career Seminar,Workshop,IT,2,Poor time management
Hackathon,Cultural,Mechanical,4,Excellent arrangements and content
Startup Meetup,Cultural,ECE,3,It was okay overall
Cyber Security Talk,Seminar,EEE,1,Not well organized
Career Seminar,Seminar,Civil,1,Poor time management
Startup Meetup,Cultural,EEE,2,Too long and boring
Leadership Workshop,Workshop,Management,4,Learned a lot from this event
AI Workshop,Technical,Management,4,Highly engaging and interactive session
Tech Fest,Seminar,ECE,2,Poor time management
Data Science Bootcamp,Seminar,Civil,1,Expected more from this event
Cultural Night,Workshop,IT,2,Too long and boring
Tech Fest,Seminar,Mechanical,5,Very informative and well organized
Hackathon,Workshop,ECE,2,Expected more from this event
Startup Meetup,Cultural,EEE,1,Too long and boring
Leadership Workshop,Cultural,IT,3,Content was fine but nothing special
Startup Meetup,Cultural,Arts,1,Expected more from this event
Leadership Workshop,Seminar,Management,4,Excellent arrangements and content
Startup Meetup,Technical,EEE,1,Expected more from this event
Data Science Bootcamp,Seminar,Management,3,Content was fine but nothing special
Cultural Night,Technical,Arts,2,Expected more from this event
Startup Meetup,Seminar,ECE,4,Very informative and well organized
Leadership Workshop,Seminar,Management,2,Poor time management
AI Workshop,Seminar,ECE,5,Learned a lot from this event
AI Workshop,Cultural,IT,1,Sound system was bad
Cultural Night,Technical,Mechanical,3,Decent event
Career Seminar,Seminar,IT,2,Poor time management
Career Seminar,Technical,Civil,4,Very informative and well organized
Career Seminar,Technical,EEE,1,Sound system was bad
Tech Fest,Cultural,CSE,5,Excellent arrangements and content
AI Workshop,Workshop,ECE,1,Expected more from this event
Cultural Night,Workshop,CSE,2,Expected more from this event
Career Seminar,Cultural,Management,1,Not well organized
Hackathon,Cultural,IT,3,"Average experience, could be better"
Data Science Bootcamp,Workshop,Management,5,Excellent arrangements and content
Hackathon,Workshop,ECE,1,Sound system was bad
AI Workshop,Seminar,Arts,2,Not well organized
Robotics Expo,Seminar,CSE,2,Sound system was bad
Cyber Security Talk,Cultural,Mechanical,3,"Average experience, could be better"
Hackathon,Technical,Civil,3,"Average experience, could be better"
Cultural Night,Workshop,EEE,3,It was okay overall
Career Seminar,Workshop,Civil,4,Very informative and well organized
Career Seminar,Workshop,Mechanical,4,Highly engaging and interactive session
Leadership Workshop,Workshop,IT,3,Content was fine but nothing special
Career Seminar,Cultural,Arts,3,It was okay overall
Career Seminar,Workshop,IT,2,Not well organized
Cultural Night,Seminar,Management,5,Amazing experience and great speakers
Tech Fest,Workshop,Civil,3,"Average experience, could be better"
AI Workshop,Workshop,CSE,3,Decent event
Cultural Night,Technical,EEE,3,Content was fine but nothing special
Career Seminar,Cultural,Management,2,Sound system was bad
AI Workshop,Technical,IT,1,Poor time management
Hackathon,Seminar,EEE,3,Content was fine but nothing special
Cultural Night,Seminar,Mechanical,4,Learned a lot from this event
Robotics Expo,Workshop,EEE,5,Amazing experience and great speakers
Cyber Security Talk,Seminar,IT,2,Expected more from this event
Leadership Workshop,Technical,Management,5,Highly engaging and interactive session
Leadership Workshop,Technical,ECE,2,Too long and boring
Tech Fest,Cultural,EEE,3,Decent event
Hackathon,Technical,ECE,1,Sound system was bad
Tech Fest,Technical,Mechanical,1,Too long and boring
AI Workshop,Cultural,IT,5,Amazing experience and great speakers
Tech Fest,Technical,IT,4,Very informative and well organized
Tech Fest,Workshop,ECE,3,Content was fine but nothing special
Tech Fest,Seminar,Mechanical,3,Neither good nor bad
Hackathon,Seminar,EEE,2,Poor time management
Tech Fest,Technical,ECE,2,Sound system was bad
Cultural Night,Seminar,CSE,4,Highly engaging and interactive session
Cultural Night,Cultural,Civil,1,Not well organized
AI Workshop,Technical,IT,2,Expected more from this event
AI Workshop,Technical,Civil,2,Not well organized
Hackathon,Seminar,Civil,1,Not well organized
AI Workshop,Workshop,Management,4,Excellent arrangements and content
Tech Fest,Seminar,Management,1,Poor time management
Cultural Night,Cultural,CSE,3,Decent event
AI Workshop,Cultural,CSE,2,Not well organized
Hackathon,Cultural,Mechanical,4,Very informative and well organized
Tech Fest,Technical,IT,4,Very informative and well organized
Robotics Expo,Cultural,CSE,5,Learned a lot from this event
Tech Fest,Seminar,Arts,2,Sound system was bad
AI Workshop,Cultural,Management,2,Not well organized
Leadership Workshop,Workshop,EEE,5,Learned a lot from this event
Startup Meetup,Seminar,Mechanical,1,Too long and boring
Cyber Security Talk,Workshop,Mechanical,4,Amazing experience and great speakers
Cultural Night,Technical,IT,5,Excellent arrangements and content
Hackathon,Cultural,Civil,5,Highly engaging and interactive session
Career Seminar,Workshop,Mechanical,1,Sound system was bad
Data Science Bootcamp,Cultural,Mechanical,2,Poor time management
Cultural Night,Technical,EEE,2,Poor time management
Leadership Workshop,Cultural,Arts,3,"Average experience, could be better"
Leadership Workshop,Technical,CSE,2,Sound system was bad
Data Science Bootcamp,Workshop,Civil,4,Excellent arrangements and content
Hackathon,Workshop,EEE,2,Too long and boring
AI Workshop,Workshop,ECE,2,Poor time management
Cultural Night,Cultural,ECE,4,Excellent arrangements and content
Robotics Expo,Seminar,Arts,1,Not well organized
Leadership Workshop,Cultural,Civil,1,Expected more from this event
Tech Fest,Cultural,Arts,2,Sound system was bad
Cyber Security Talk,Cultural,Civil,5,Highly engaging and interactive session
Data Science Bootcamp,Seminar,EEE,3,Content was fine but nothing special
Cyber Security Talk,Technical,Management,1,Too long and boring
Cyber Security Talk,Technical,EEE,2,Poor time management
AI Workshop,Cultural,Civil,2,Expected more from this event
Robotics Expo,Seminar,Management,4,Amazing experience and great speakers
Leadership Workshop,Seminar,Management,5,Excellent arrangements and content
Leadership Workshop,Technical,ECE,1,Too long and boring
Startup Meetup,Workshop,ECE,4,Highly engaging and interactive session
Cultural Night,Cultural,Civil,3,Decent event
Data Science Bootcamp,Technical,CSE,5,Amazing experience and great speakers
Career Seminar,Cultural,Management,5,Highly engaging and interactive session
Robotics Expo,Technical,IT,3,Decent event
Data Science Bootcamp,Workshop,Management,4,Highly engaging and interactive session
Leadership Workshop,Cultural,IT,5,Highly engaging and interactive session
AI Workshop,Seminar,Civil,3,Content was fine but nothing special
AI Workshop,Seminar,IT,4,Highly engaging and interactive session
Cultural Night,Technical,Mechanical,4,Amazing experience and great speakers
AI Workshop,Cultural,EEE,1,Too long and boring
Cyber Security Talk,Technical,EEE,3,Content was fine but nothing special
Data Science Bootcamp,Seminar,ECE,4,Very informative and well organized
Career Seminar,Workshop,CSE,1,Poor time management
Career Seminar,Seminar,Mechanical,5,Amazing experience and great speakers
Cyber Security Talk,Technical,Mechanical,3,It was okay overall
Career Seminar,Technical,Arts,4,Highly engaging and interactive session
AI Workshop,Cultural,CSE,1,Too long and boring
Career Seminar,Seminar,ECE,3,Decent event
Cyber Security Talk,Seminar,ECE,1,Poor time management
Hackathon,Workshop,Civil,5,Highly engaging and interactive session
Leadership Workshop,Technical,EEE,5,Excellent arrangements and content
Career Seminar,Technical,IT,3,Decent event
Leadership Workshop,Seminar,CSE,4,Highly engaging and interactive session
Cyber Security Talk,Cultural,CSE,4,Excellent arrangements and content
Tech Fest,Cultural,Civil,2,Poor time management
Career Seminar,Technical,Civil,2,Sound system was bad
Hackathon,Workshop,Management,5,Very informative and well organized
Robotics Expo,Seminar,Management,4,Amazing experience and great speakers
Hackathon,Cultural,Arts,5,Amazing experience and great speakers
